"";"Codigo";"X";"Y";"Pais";"Clase";"Cita";"Fecha";"Autor(es)";"year";"Titulo";"Palabras Clave";"Resumen";"Tematica";"Link";"Tipo";"filtroE";"filtroP";"Bioma"
"149";"art149";0,968151;-79,609506;"Perú";"AVES";"Chapman 1923";"11/19/1923";"Chapman F";1923;"Descriptions of proposed new birds from Venezuela; Colombia; Ecuador; Peru; and Chile. American Museum novitates";"No aplica";"No aplica";"Conservación";"http://digitallibrary.amnh.org/bitstream/handle/2246/4598/N0096.pdf?sequence=1";"Artículo";NA;NA;"Bosques lluviosos"
"150";"art150";0,968151;-79,17772;"Perú";"AVES";"Chapman 1925";"02/26/1925";"Chapman F";1925;"Descriptions of new birds from Colombia; Ecuador; Peru; and Argentina.";"No aplica";"No aplica";"Conservación";"http://digitallibrary.amnh.org/bitstream/handle/2246/4364/N0160.pdf?sequence=1";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"151";"art151";-7,14028e-07;-79,610913;"Ecuador";"AVES";"Chapman 1921";"7705";"Chapman F";1921;"Descriptions of apparently new birds from Colombia; Ecuador; and Argentina. American Museum novitates";"No aplica";"No aplica";"Conservación";"http://digitallibrary.amnh.org/bitstream/handle/2246/4602/N0031.pdf?sequence=1";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"152";"art152";-2,227451;-80,358704;"Ecuador";"AVES";"Chapman 1969";NA;"Chapman F";1969;"The Pacific winter quarters of Sabine's gull";"No aplica";"No aplica";"Distribución";"NA";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"153";"art153";-2,324704;-80,854749;"Ecuador";"AVES";"Farquhar 1998";NA;"Farquhar C";1998;"Buteo polyosoma and B. Poecilochrous; the “Red-Backed Buzzards” of South America; are Conspecific";"allometty; Buteo poecilochrous; Buteo polyosoma; polymorphism; raptors; systematics; taxonomy";"The Puna Buzzard (= Variable Buzzard or Gurney’s Buzzard; Buteo poecilochrous) and the Red-backed Buzzard (B. polyosoma) are two morphologically similar and closely related South American raptors that have been and are currently separated as species mainly on the basis of wing length and “Stresemann’s wing formula.” I reexamined wing formula; wing length; geographic variables; and plumage in adults and immatures; and adult vocalizations. For both adults and immatures; wing formula and wing length are not reliable taxonomic characters because of their continuous clinal relationship. In both age classes; wing tip contour changes allometrically with changes in wing length; which is itself a function of body size and mass. Thus; neither of the currently accepted morphometric characters examined here serve to separate taxon polyosoma from taxon poecilochrous. There are at least 27 distinct adult plumage morphs (formerly five) in this species group; perhaps more than any other in Falconiformes; with no relationship to morphometric variables and only minor geographic variation. Immature plumages are similarly ineffective in diagnosing taxa. Vocalizations are similar among adults from widely varying latitudes and altitudes. I therefore propose dropping poecilochrous (Gurney 1879) in favor of polyosoma (Quoy and Gaimard 1824) for all forms in this group; as the latter has priority. The English common name applied to this group should be Variable Buzzard; with the exception of the isolated population in the Juan Femandez Archipelago which should for now remain the Juan Femandez Buzzard (B. p. exsul); although it may well be elevated to species rank with further data.";"Sistemática";"NA";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"154";"art154";-3,526809;-79,548199;"Ecuador";"AVES";"Hellmayr and Conover 1932";NA;"Hellmayr C; Conover H";1932;"Notes on Some Neotropical Game-Birds.";"No aplica";"No aplica";"Conservación";"https://www.jstor.org/stable/4076341";"Artículo";"Northern Andean páramo";"Ecuador";"Bosques lluviosos"
"155";"art155";-3,254206;-80,036639;"Ecuador";"AVES";"Dwight 1925";NA;"Dwight J";1925;"The gulls (Laridae) of the world: their plumages; moults; variations; relationships and distribution.";"No aplica";"No aplica";"H.Natural";"http://digitallibrary.amnh.org/handle/2246/1245";"Artículo";NA;NA;"Bosques lluviosos"
"156";"art156";-1,435988;-79,72901;"Ecuador";"AVES";"Isler et al. 1999";"5/20/1998";"Isler M; Isler P; Whitney B";1999;"Species Limits in Antbirds (Passeriformes: Thamnophilidae): The Myrmotherula Surinamensis Complex";"No aplica";"Current species-level taxonomy of Neotropical birds is in need of reassessment but lacks objective methodology and criteria for the ranking of allopatric populations. Previously (Isler et al. 1998); through empirical analysis of pairs of syntopic species; we developed methods and standards for employing vocalizations in determining species limits in the family Thamnophilidae. Building on this study; we now propose procedures for integrating vocal characters with morphology and geographic distribution in making species determinations in thamnophilids. We applied this methodology to populations of antwrens in the Myrmotherula surinamensis complex (including three subspecies of M. surinamensis and M. cherriei). Four diagnostically differentiated populations were identified; all of which corresponded to named taxa. Each population (some of which are narrowly sympatric) was distinguished unambiguously by morphology and vocalizations. Under these objective and conservative standards; we recommend that Myrmotherula surinamensis; M. multostriata; M. pacifica; and M. cherriei be recognized as distinct species. The level of differentiation found between M. surinamensis and M. multostriata illustrates the minimum threshold recommended for species status of allopatric populations of thamnophilid antbirds and should provide a useful reference point for future considerations of species limits.";"Sistemática";"NA";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"157";"art157";-2,227451;-80,854749;"Ecuador";"AVES";"Marchant 1957";NA;"Marchant S";1957;"The birds of the Santa Elena peninsula; SW Ecuador.";"No aplica";"A systematic account is given of the birds of the Santa Elena peninsula in S.W. Ecuador; based on three years observations (1954-7) and a collection of 425 skins. The status of individual species is decribed and the different elements of the avifauna discussed; viz. the Equatorial arid fauna; Nearctic migrants; sea-birds; and other wide-ranging forms and waterfowl. Seasonal movements of species of the Equatorial arid fauna arc indicated in greater detail than has been previously known. The defect of a recently constructed reservoir on the bird life is mentioned. More detailed knowledge of the occurrence of species from the cold Humboldt current is provided. Several additions to the Ecuadorian list are given; and some birds recorded which were hitherto unknown or very rarely recorded from the west coast of S. America. Various matters of taxonomy affecting races of birds along the whole west coast of S. America are discussed.";"Diversidad";"https://bit.ly/3trfgbu";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"158";"art158";-1,935;-80,142857;"Ecuador";"AVES";"Mills 1967";NA;"Mills E";1967;"Bird records from southwestern Ecuador.";"No aplica";"Observations are given for 25 species of birds seen in southwestern Ecuador or just offshore near the mouth of the Gulf of Guayaquil to supplement the records of Marchant (1958) and Leveque (1964). Of the 25 species listed; 19 are sea-birds and a number are species not commonly reported from the area. Two records of the Antarctic Fulmar Fulmarus glacialoides are given; one of which may be the first for Ecuador. The presence of Sooty Terns Sterna fuscata and possibly a few Brown Boobies Sula leucogaster just north of the Santa Elena Peninsula is unusual and was probably the result of an incursion of warm water from the west or north. In May 1966 450 + boobies; 10 Sooty Terns and 350 Brown Pelicans were counted on Isla Pelado (El Viejo) in Bahia de Santa Elena.";"Diversidad";"NA";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
